idx,umap_x,umap_y,cluster,scaffold
183,7.9316497,3.9694715,0,acyclic_N#CCCl
184,9.71105,2.2699888,0,c1ccccc1
185,3.5724332,2.831494,3,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
186,8.177294,0.3375868,0,c1ccnnc1
187,6.1717167,-1.4591727,0,c1ccccc1
188,5.277199,2.7349942,0,C1=C2CCCCC2CC2CCC3C4CC5OCCCC5OC4CC3C12
189,9.76096,-0.7481898,0,c1ccccc1
190,11.717227,3.010565,0,acyclic_CCCCCCCCC(=O)OCC
191,10.767596,1.1687127,0,c1ccccc1
192,10.83286,0.5867342,0,c1ccccc1
193,11.306325,5.70588,0,acyclic_CCC(C)Cl
194,9.82846,-2.5809333,0,c1ccc2ccccc2c1
195,6.6474338,0.023859788,0,O=c1ocnn1-c1ccccc1
196,10.775368,8.761076,0,acyclic_C#CCCCC
197,10.923094,8.6427765,0,acyclic_C#CCCCCCCC
198,7.1432467,-2.1099527,0,c1ccccc1
199,11.281111,5.255781,0,acyclic_CC(C)OC(C)C
200,8.104614,-0.5363855,0,O=S(=O)(c1ccccc1)c1ccccc1
201,8.633105,3.7359922,0,acyclic_CNN
202,8.6578,3.6341672,0,acyclic_C#CC
203,10.14775,1.8063949,0,c1ccccc1
204,10.404124,3.8392181,0,acyclic_CCNP(=S)(OC)OC(C)=CC(=O)
205,8.873357,4.5217533,0,acyclic_C=CC=O
206,7.2050395,0.9032632,0,O=c1[nH]cnc2nc[nH]c12
207,9.779206,-2.1445973,0,c1ccc2ncccc2c1
208,10.154058,-1.3075138,0,c1ccccc1
209,9.023925,5.9489017,0,acyclic_CCCCl
210,10.818139,3.0996192,0,acyclic_CCOC(C)=O
211,8.877593,6.772671,0,acyclic_CCCC(C)(C)C
212,8.003551,-1.4004754,0,c1ccccc1
213,5.7174687,2.845221,0,C1CC2CCC1CO2
214,11.739251,3.0444922,0,acyclic_CCCCOC(=O)CCCCCCCCC(=O)O
215,6.1497416,-2.9348645,0,c1ccc(-c2ccccc2)cc1
216,8.300272,-1.574282,0,c1ccncc1
217,6.160834,2.241751,0,O=C1C=CCCC1
218,9.8696995,2.33097,0,c1ccccc1
219,8.715515,0.8378509,0,O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4
220,9.845659,-3.2618625,0,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
221,14.469362,0.90235966,2,c1ccccc1
222,9.689828,-2.8471165,0,c1ccc2ccccc2c1
223,11.074772,0.81865066,0,c1ccccc1
224,8.039888,0.28484347,0,c1cnc2ncncc2n1
225,11.687508,-2.7719817,0,O=C1Nc2cccnc2N(C2CC2)c2ncccc21
226,9.843819,2.4108047,0,c1nc[nH]n1
227,8.909147,4.436203,0,acyclic_C=CC(=C)C
228,9.049724,5.362033,0,acyclic_C=CC(C)(O)CCC=C(C)C
229,9.463189,1.7206916,0,c1ccccc1
230,6.227452,3.0477,0,C1CCCCC1
231,4.947534,0.9057754,0,O=C1CC(=O)NC(=O)N1
232,4.8042207,2.7587318,0,O=C1CCC2C1CCC1C3CCCCC3CCC21
233,10.658722,5.9857335,0,acyclic_OCC(O)C(O)C(O)C(O)CO
234,8.75177,-1.8154006,0,c1ccc(-c2ccccc2)cc1
235,10.089662,7.0552435,0,c1ncncn1
236,10.90296,-0.55877686,0,c1ccccc1
237,10.880187,3.567043,0,acyclic_CCCC(=O)CCC
238,9.849211,3.6583169,0,acyclic_CC(=O)C(C)(C)C
239,5.844034,-2.7308853,0,c1ccccc1
240,6.1288824,1.8819361,0,O=C1CCCCC1
241,8.194652,-1.6615825,0,c1ccccc1
242,7.8282957,3.7329247,0,acyclic_N#CC(Cl)(Cl)Cl
243,9.044992,-1.3318,0,O=c1cccnn1-c1ccccc1
244,11.424774,3.4411907,0,acyclic_CCCCCCCCC(C)=O
245,10.126185,7.1029286,0,c1ncncn1
246,10.820268,1.3623958,0,c1ccccc1
247,5.334187,-2.2626443,0,c1ccccc1
248,5.4834538,-2.5349183,0,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1
249,9.8010645,-0.55687135,0,c1ccccc1
250,11.829131,-2.8306851,0,O=C1Nc2cccnc2Nc2ncccc21
251,8.834903,3.6500444,0,acyclic_CSC
252,8.592189,-1.8979073,0,c1ccccc1
253,10.856746,3.0180643,0,acyclic_CCOC(N)=O
254,3.53323,2.9338226,3,O=C1C=C2C=CC3C4CCCC4CCC3C2CC1
255,11.171361,5.439011,0,acyclic_CC(C)C(O)C(C)C
256,10.033903,-2.3113253,0,c1ccc2ccccc2c1
257,10.72484,-1.1280749,0,c1ccccc1
258,5.4962206,0.4857166,0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
259,9.063356,-3.3064473,0,c1ccc2cc3c(ccc4ccccc43)cc2c1
260,10.087218,2.1579642,0,O=C1NC(=O)c2ccccc21
261,9.146802,0.43911055,0,c1ccc(Cc2ccccc2)cc1
262,6.562135,-1.8057307,0,O=C(NC(=O)c1ccccc1)Nc1ccccc1
263,11.861702,2.06985,0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
264,11.954844,0.21991032,0,c1ccccc1
265,9.520921,-1.3748149,0,c1ccc(C(Cn2cncn2)c2ccccc2)cc1
266,3.106628,3.6306188,3,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
267,10.634634,8.674344,0,acyclic_CCCCBr
268,8.353718,-0.56026334,0,c1ccccc1
269,10.520333,4.2074776,0,acyclic_CC(=O)CC(C)C
270,6.5551834,3.3610759,0,C1CCCCC1
271,6.388939,-2.8607852,0,c1ccccc1
272,12.110507,-1.0493026,4,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
273,4.6617413,0.73885375,0,O=C1CC(=O)NC(=O)N1
274,14.175511,0.82514,2,c1ccccc1
275,9.769155,-3.3989973,0,c1ccc2ccccc2c1
276,10.733397,5.912366,0,acyclic_OCC(O)C(O)C(O)C(O)CO
277,9.093948,5.8076034,0,acyclic_CCS
278,7.7942142,4.036703,0,acyclic_ClCC(Cl)Cl
279,10.592135,0.14672601,0,c1ccc(-n2cccn2)cc1
280,10.153035,0.003737365,0,c1ccccc1
281,14.563876,0.8100563,2,c1ccccc1
282,4.966562,0.972111,0,O=C1CC(=O)NC(=O)N1
283,8.85654,-1.9686013,0,c1ccccc1
284,10.663389,8.92183,0,acyclic_CCCCCCCCl
285,5.0823393,0.9871391,0,O=C1CC(=O)NC(=O)N1
286,10.3788595,-1.1961343,0,c1ccc(CCc2ccccc2)cc1
287,7.8933473,4.0408497,0,acyclic_ClC(Cl)C(Cl)Cl
288,11.71289,-2.6968188,0,O=C1Nc2ccccc2Nc2ncccc21
289,8.982053,-3.2942479,0,c1ccc2c(c1)ccc1ccccc12
290,11.180631,1.3510413,0,c1ccccc1
291,5.8899727,-1.291671,0,c1ccccc1
292,10.26396,3.3527756,0,acyclic_CCN(CC)C(=O)C(Cl)=CCOP(=
293,4.809085,2.5132277,0,O=C1CCC2C3=CCc4ccccc4C3CCC12
294,10.628722,0.9805435,0,O=S(=O)(NNc1ncccn1)c1ccccc1
295,14.354186,0.7158523,2,c1ccccc1
296,10.6146,8.968135,0,acyclic_CCCCCCCl
297,6.1325517,-1.3661385,0,c1ccc(-c2ccccc2)cc1
298,8.087905,5.747423,0,C1CCC(OCC2CCCC(OC3CCCO3)O2)OC1
299,10.535346,8.756368,0,acyclic_CCCCCCCCCCCCCCCCCCCCCCCC
300,11.784254,-2.7859704,0,O=C1Nc2ccccc2Nc2ncccc21
301,11.219348,5.3842053,0,acyclic_CC(Cl)Cl
302,8.14898,-0.6985794,0,c1ccccc1
303,14.49217,1.4315654,2,c1ccccc1
304,7.9230423,3.7481022,0,C1CCCCC1
305,10.5978155,1.2665861,0,c1ccccc1
306,6.283933,-1.9074321,0,c1ccccc1
307,7.7670207,3.7743008,0,acyclic_ClC(Cl)(Cl)Cl
308,14.658901,0.86358416,2,c1ccccc1
309,6.268193,3.063616,0,C1CCCCCCC1
310,3.503183,2.908164,3,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
311,11.392646,0.5629517,0,c1ccccc1
312,5.882679,2.9067423,0,C1CCCCC1
313,9.836605,-2.4120815,0,c1cnc2c(c1)ccc1ncccc12
314,8.697915,4.2666297,0,acyclic_COC(C)(C)C
315,9.146997,0.492849,0,c1ccccc1
316,12.305439,8.117843,1,acyclic_CCCCCCCCCCCCCCCCO
317,6.9267764,0.95938736,0,O=c1cc[nH]c(=O)[nH]1
318,7.495904,0.67911744,0,c1ncc2[nH]cnc2n1
319,6.156742,-2.0023491,0,c1ccc(-c2ccccc2)cc1
320,8.319019,0.43513682,0,c1ccc(C(c2cncnc2)C2CC2)cc1
321,9.716775,-3.4204504,0,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
322,11.280056,0.018095033,0,O=C(Nc1ccccc1)Nc1ccccc1
323,5.3029866,0.55499345,0,O=C1NC(=O)C(c2ccccc2)C(=O)N1
324,5.9567018,-2.4218783,0,c1ccc(-c2ccccc2)cc1
325,11.980116,0.25527012,0,c1ccccc1
326,10.61952,1.6622989,0,c1ccnnc1
327,8.842259,6.8525634,0,acyclic_CCC(C)(C)CO
328,10.976919,3.2183092,0,acyclic_CCCOC(=O)CCC
329,14.465034,1.0388006,2,c1ccccc1
330,10.58814,1.0470458,0,c1ccccc1
331,6.271712,2.9005163,0,C1CCCCCC1
332,9.633023,5.597035,0,acyclic_CCCOC=O
333,8.591839,-1.9393955,0,c1ccccc1
334,6.162897,-2.0806308,0,c1ccccc1
335,11.27628,5.7213902,0,acyclic_CC(C)CC(C)C
336,10.061302,-1.9532187,0,c1ccc2c(c1)oc1ccccc12
337,9.459581,0.3678487,0,c1ccc2c(c1)CCO2
338,11.783647,0.33113077,0,c1ccccc1
339,9.863708,-2.4467487,0,c1ccc2nc3ccccc3cc2c1
340,3.2095382,3.2077284,3,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1
341,8.141998,5.747653,0,C1CCOCC1
342,8.444007,-1.5093096,0,c1ccccc1
343,6.886967,-1.0213621,0,O=C(NN1CCc2ccccc21)c1ccccc1
344,6.090368,2.233615,0,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1
345,14.365636,0.849939,2,c1ccccc1
346,5.29178,1.0835913,0,O=C1NC(=O)C(C2=CCC3CCC2C3)C(=O)N1
347,11.753064,2.9814262,0,acyclic_CCCCCCCCCC(=O)OCC
348,11.457479,-0.106227115,0,c1ccccc1
349,9.224945,5.631871,0,acyclic_CCCOCC
350,11.036927,5.59912,0,acyclic_CC(C)O
351,8.695245,-2.7217288,0,c1ccc2ccccc2c1
352,7.8199277,4.2231073,0,acyclic_ClC(Br)Br
353,8.885436,-0.69682145,0,c1ccc(CCc2ccccc2)cc1
354,10.155713,2.8368258,0,acyclic_CCOC(=O)CC(SP(=S)(OC)OC)
355,10.4430065,-1.1455709,0,c1ccccc1
356,9.006094,4.4322815,0,acyclic_C/C=C/C=O
357,12.1041355,0.34832823,0,c1ccccc1
358,8.60152,-2.1986065,0,c1ccc2cc3ccccc3cc2c1
359,11.8692045,3.033608,0,acyclic_CCCCCC(=O)OC
360,12.1052065,0.2698939,0,O=c1ocnn1-c1ccccc1
361,11.572376,0.14621897,0,c1ccccc1
362,10.786218,1.3349383,0,c1ccccc1
363,6.7035866,2.7818174,0,C1=CCCCC1
364,3.287769,3.1179967,3,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
365,8.133033,0.20421381,0,c1cncnc1
366,14.440368,0.7956998,2,c1ccccc1
367,10.672844,3.3347688,0,acyclic_CCC(=O)OC
368,14.550994,0.7629588,2,c1ccccc1
369,12.093012,0.31996715,0,c1ccccc1
370,6.4260726,1.3487471,0,O=C1NCCN1c1nncs1
371,14.440724,0.7535248,2,c1ccccc1
372,10.120706,-1.334573,0,c1ccccc1
373,6.8875213,-1.0365946,0,O=C1c2ccccc2NCN1c1ccccc1
374,10.621473,0.8090116,0,c1ccccc1
375,11.016229,1.4705064,0,c1ccccc1
376,6.1553535,-1.8037012,0,c1ccccc1
377,11.038016,3.2138348,0,acyclic_CCCC(=O)OC
378,11.764192,0.33122036,0,c1ccccc1
379,10.018846,-2.1225388,0,c1ccc(-c2cnc3ncncc3n2)cc1
380,11.703011,3.0276039,0,acyclic_CCCCCC(=O)OCC
381,10.540768,6.0112753,0,C1CC2OCOC2O1
382,7.878404,-1.282525,0,C(=Nc1ccccc1)NC=Nc1ccccc1
383,10.098756,7.0469155,0,c1ncncn1
384,10.172104,8.2602,0,acyclic_C=CCCCCCC
385,8.096091,-1.3939817,0,c1ccccc1
386,7.715719,0.46283337,0,c1cscn1
387,10.846435,0.56497157,0,c1ccccc1
388,11.112262,6.2835946,0,acyclic_CCCC(O)CC
389,9.82395,-3.148783,0,c1ccc2cc3ccccc3cc2c1
390,8.755119,-2.7943046,0,c1ccc2cc3ccccc3cc2c1
391,8.501997,-2.0130677,0,c1ccccc1
392,11.089104,0.7864291,0,c1ccccc1
393,11.451057,7.1130023,1,acyclic_CCCCCCCC(C)O
394,10.816679,0.10323858,0,O=C(NCc1ccccc1)Nc1ccccc1
395,10.878135,3.581205,0,acyclic_CCCC(=O)CC
396,8.613445,-0.71312135,0,c1ccccc1
397,6.533475,-2.2315912,0,c1ccc(-c2ccccc2)cc1
398,10.710009,0.6023661,0,O=C(COc1nc2ccccc2s1)Nc1ccccc1
399,9.771992,-2.1095815,0,c1ccc2ncccc2c1
400,11.229243,-0.055865876,0,O=C(Nc1ccccc1)C1=COCCS1
401,9.504003,0.11351368,0,c1ccc2scnc2c1
402,5.8478265,-1.3846166,0,c1ccccc1
403,7.9197598,3.9821322,0,acyclic_ClCBr
404,5.1137404,0.96334606,0,O=C1CC(=O)NC(=O)N1
405,3.4380815,2.9231982,3,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
406,10.606984,-0.07109818,0,c1ccccc1
407,12.110308,0.36057162,0,c1ccccc1
408,12.133738,0.36623496,0,c1ccccc1
409,6.2491026,3.0627158,0,C1CCCCCC1
410,10.283798,4.352234,0,c1ccccc1
411,4.6254687,0.7590363,0,O=C1CC(=O)NC(=S)N1
412,9.842746,3.2769704,0,c1nncs1
413,14.54766,0.8662073,2,c1ccccc1
414,7.330148,2.8720243,0,C1=CC2CC1C1C3C=CC(C3)C21
415,6.3440948,2.9711597,0,C1CCOC1
416,14.590677,0.83514225,2,c1ccccc1
417,6.2566304,-2.1502247,0,c1ccc(-c2ccccc2)cc1
418,10.838599,-0.9304478,0,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1
419,14.475082,0.88163966,2,c1ccccc1
420,3.4329548,2.92277,3,O=C1C=C2CCC3C4CCCC4CCC3C2CC1
421,9.744125,6.690743,0,c1ncncn1
422,6.5817184,1.6540813,0,O=C1NC(=O)C2CC=CCC12
423,8.394458,-0.5436515,0,c1ccccc1
424,5.621971,-2.5385597,0,O=C1CN=C(c2ccccc2)c2ccccc2N1
425,4.569052,0.674912,0,O=C1CC(=O)NC(=O)N1
426,8.246453,-1.4762005,0,c1ccccc1
427,6.136438,1.4167199,0,O=C1CSC(=S)N1
428,8.945407,-0.3519548,0,O=c1cc(-c2ccccc2)oc2ccccc12
429,6.457328,1.3990192,0,O=C1C2C3C4CC5C3C1C5C42
430,9.3157625,6.0432935,0,acyclic_CCN(CC)C(=S)SSC(=S)N(CC)
431,6.3536444,2.933326,0,C1CCCCC1
432,7.5719585,3.1027472,0,C1=CC(C2C=CC=C2)C=C1
433,5.9902554,-2.7033594,0,c1ccccc1
434,4.8449807,2.5611138,0,O=C1CCC2c3ccc4ccccc4c3CCC12
435,12.310167,8.121743,1,acyclic_CCCCCCCCO
436,9.125751,5.9711323,0,acyclic_CCSCC
